protein_row_id,structure_unique_sequence_id,TED_n_residues,TED_n_high,TED_n_medium,TED_n_low,TED_n_consensus,TED_high_domains,TED_medium_domains,TED_low_domains,TED_searchable_domain_count,TED_searchable_high_domain_count,TED_searchable_medium_domain_count,TED_domains_with_cath_hit_count,TED_domains_without_cath_hit_count,TED_domain_hit_coverage,TED_mean_novelty_l2_topk,TED_max_novelty_l2_topk,TED_best_top1_target,TED_best_top1_cosine,TED_best_cath_domain_id,TED_best_cath_class_code,TED_best_cath_class_name,TED_best_cath_architecture_code,TED_best_cath_architecture_name,TED_best_cath_topology_code,TED_best_cath_topology_name,TED_best_cath_superfamily_code,TED_best_cath_superfamily_name,TED_top_hit_targets_all,TED_top_hit_superfamilies_all,TED_top_hit_topologies_all,TED_best_domain_id,TED_best_domain_confidence,TED_best_domain_ranges,TED_best_domain_novelty_l2_topk,TED_best_domain_top1_target,TED_best_domain_top1_cosine,TED_best_domain_cath_superfamily_code,TED_best_domain_cath_superfamily_name,TED_domain_summary_compact
76,SEQ_83445B4F74AB,38.0,1.0,0.0,0.0,1.0,6-37,na,na,1.0,1.0,0.0,1.0,0.0,1.0,18.297428,18.297428,dompdb/4z0mC02,0.963426,4z0mC02,1.0,Mainly Alpha,1.1,Orthogonal Bundle,1.10.287,Helix Hairpins,1.10.287.2460,,dompdb/4z0mC02,1.10.287.2460,1.10.287,R0020_avimer_SEQ_83445B4F74AB_PDB_exact__H001,high,6-37,18.297428,dompdb/4z0mC02,0.963426,1.10.287.2460,,R0020_avimer_SEQ_83445B4F74AB_PDB_exact__H001|high|6-37|dompdb/4z0mC02|1.10.287.2460|18.297428
77,SEQ_533D1CE60FB9,61.0,0.0,0.0,1.0,0.0,na,na,19-36_46-56,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,SEQ_8FC3ECF6130A,54.0,1.0,0.0,0.0,1.0,2-53,na,na,1.0,1.0,0.0,1.0,0.0,1.0,37.907112,37.907112,dompdb/1fakI00,0.893489,1fakI00,4.0,Few Secondary Structures,4.1,Irregular,4.10.410,Factor Xa Inhibitor,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,dompdb/1fakI00,4.10.410.10,4.10.410,R0022_kunitz_SEQ_8FC3ECF6130A_local_exact_prediction__H001,high,2-53,37.907112,dompdb/1fakI00,0.893489,4.10.410.10,Pancreatic trypsin inhibitor Kunitz domain,R0022_kunitz_SEQ_8FC3ECF6130A_local_exact_prediction__H001|high|2-53|dompdb/1fakI00|4.10.410.10|37.907112
79,SEQ_B1599713AE24,53.0,0.0,1.0,0.0,1.0,na,2-53,na,1.0,0.0,1.0,1.0,0.0,1.0,43.819004,43.819004,dompdb/2g6qA00,0.916774,2g6qA00,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.40,Herpes Virus-1,3.30.40.10,"Zinc/RING finger domain, C3HC4 (zinc finger)",dompdb/2g6qA00,3.30.40.10,3.30.40,R0023_phdfingerdomain_SEQ_B1599713AE24_local_exact_prediction__M001,medium,2-53,43.819004,dompdb/2g6qA00,0.916774,3.30.40.10,"Zinc/RING finger domain, C3HC4 (zinc finger)",R0023_phdfingerdomain_SEQ_B1599713AE24_local_exact_prediction__M001|medium|2-53|dompdb/2g6qA00|3.30.40.10|43.819004
80,SEQ_6A43FD5EA9DC,104.0,0.0,0.0,3.0,0.0,na,na,"25-49_77-104,25-104,50-76",0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,SEQ_6BE0EFC66E2B,27.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1043_cyclotide_SEQ_6BE0EFC66E2B_PDB_exact__M001|medium|2-27|||
82,SEQ_AAEDAA0FEEDB,22.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,SEQ_AF30ABE91422,492.0,0.0,2.0,1.0,2.0,na,"3-28_30-95,127-282",3-267,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1045_adnectin_SEQ_AF30ABE91422_PDB_exact__M001|medium|3-28,30-95|||; R1045_adnectin_SEQ_AF30ABE91422_PDB_exact__M002|medium|127-282|||"
85,SEQ_60892EF90140,207.0,0.0,0.0,1.0,0.0,na,na,1-108,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,SEQ_34669548F14A,30.0,0.0,1.0,0.0,1.0,na,2-30,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1046_knottin_SEQ_34669548F14A_PDB_exact__M001|medium|2-30|||
88,SEQ_7177C9A563D3,51.0,0.0,1.0,1.0,1.0,na,27-51,14-50,1.0,0.0,1.0,1.0,0.0,1.0,22.859375,22.859375,dompdb/3nynA05,0.928735,3nynA05,6.0,Special,6.1,Helix non-globular,6.10.250,Single alpha-helices involved in coiled-coils or other helix-helix interfaces,6.10.250.2260,,dompdb/3nynA05,6.10.250.2260,6.10.250,R0025_kunitz_SEQ_7177C9A563D3_PDB_exact__M001,medium,27-51,22.859375,dompdb/3nynA05,0.928735,6.10.250.2260,,R0025_kunitz_SEQ_7177C9A563D3_PDB_exact__M001|medium|27-51|dompdb/3nynA05|6.10.250.2260|22.859375
89,SEQ_BBC5CC71FA91,42.0,0.0,1.0,0.0,1.0,na,2-42,na,1.0,0.0,1.0,1.0,0.0,1.0,3351.969482,3351.969482,dompdb/2f00A01,0.708235,2f00A01,3.0,Alpha Beta,3.4,3-Layer(aba) Sandwich,3.40.50,Rossmann fold,3.40.50.720,NAD(P)-binding Rossmann-like Domain,dompdb/2f00A01,3.40.50.720,3.40.50,R0026_knottin_SEQ_BBC5CC71FA91_PDB_exact__M001,medium,2-42,3351.969482,dompdb/2f00A01,0.708235,3.40.50.720,NAD(P)-binding Rossmann-like Domain,R0026_knottin_SEQ_BBC5CC71FA91_PDB_exact__M001|medium|2-42|dompdb/2f00A01|3.40.50.720|3351.969482
90,SEQ_B78F75B84A68,42.0,1.0,0.0,0.0,1.0,6-40,na,na,1.0,1.0,0.0,1.0,0.0,1.0,2768.97998,2768.97998,dompdb/7xrjA01,0.687463,7xrjA01,,,,,,,,,dompdb/7xrjA01,,,R1047_knottin_SEQ_B78F75B84A68_PDB_exact__H001,high,6-40,2768.97998,dompdb/7xrjA01,0.687463,,,R1047_knottin_SEQ_B78F75B84A68_PDB_exact__H001|high|6-40|dompdb/7xrjA01||2768.979980
93,SEQ_9033148A984A,38.0,0.0,0.0,1.0,0.0,na,na,2-38,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,SEQ_0FE34D351A8A,30.0,0.0,1.0,0.0,1.0,na,2-30,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1049_knottin_SEQ_0FE34D351A8A_PDB_exact__M001|medium|2-30|||
95,SEQ_9D030F6E19A4,41.0,1.0,0.0,0.0,1.0,6-40,na,na,1.0,1.0,0.0,1.0,0.0,1.0,2823.780518,2823.780518,dompdb/7xrjA01,0.680275,7xrjA01,,,,,,,,,dompdb/7xrjA01,,,R1050_knottin_SEQ_9D030F6E19A4_PDB_exact__H001,high,6-40,2823.780518,dompdb/7xrjA01,0.680275,,,R1050_knottin_SEQ_9D030F6E19A4_PDB_exact__H001|high|6-40|dompdb/7xrjA01||2823.780518
96,SEQ_68A6E3BEB1DB,32.0,0.0,1.0,0.0,1.0,na,2-32,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1051_cyclotide_SEQ_68A6E3BEB1DB_PDB_exact__M001|medium|2-32|||
97,SEQ_E7EE2D96D382,128.0,0.0,2.0,1.0,2.0,na,"2-28_39-73,83-128",8-112,2.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"R1052_cyclotide_SEQ_E7EE2D96D382_local_exact_prediction__M001|medium|2-28,39-73|||; R1052_cyclotide_SEQ_E7EE2D96D382_local_exact_prediction__M002|medium|83-128|||"
98,SEQ_A7F6DEA711DD,39.0,0.0,1.0,0.0,1.0,na,2-26,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1053_knottin_SEQ_A7F6DEA711DD_PDB_exact__M001|medium|2-26|||
99,SEQ_A25A44A56E98,71.0,1.0,0.0,0.0,1.0,12-64,na,na,1.0,1.0,0.0,1.0,0.0,1.0,141.878891,141.878891,dompdb/2y8nA00,0.82617,2y8nA00,3.0,Alpha Beta,3.2,Alpha-Beta Barrel,3.20.70,Anaerobic Ribonucleotide-triphosphate Reductase Large Chain,3.20.70.20,,dompdb/2y8nA00,3.20.70.20,3.20.70,R0027_kunitz_SEQ_A25A44A56E98_PDB_exact__H001,high,12-64,141.878891,dompdb/2y8nA00,0.82617,3.20.70.20,,R0027_kunitz_SEQ_A25A44A56E98_PDB_exact__H001|high|12-64|dompdb/2y8nA00|3.20.70.20|141.878891
101,SEQ_3F4ACE0F456C,135.0,0.0,3.0,1.0,3.0,na,"5-38,46-78,84-123",2-82,3.0,0.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1054_avimer_SEQ_3F4ACE0F456C_local_exact_prediction__M001|medium|5-38|||; R1054_avimer_SEQ_3F4ACE0F456C_local_exact_prediction__M002|medium|46-78|||; R1054_avimer_SEQ_3F4ACE0F456C_local_exact_prediction__M003|medium|84-123|||
102,SEQ_759B1A27D9B4,90.0,1.0,1.0,0.0,2.0,5-38,43-76,na,2.0,1.0,1.0,1.0,1.0,0.5,32.45042,32.45042,dompdb/4e0iA01,0.909182,4e0iA01,4.0,Few Secondary Structures,4.1,Irregular,4.10.320,Dihydrolipoamide Transferase,4.10.320.60,,dompdb/4e0iA01,4.10.320.60,4.10.320,R1055_avimer_SEQ_759B1A27D9B4_local_exact_prediction__H001,high,5-38,32.45042,dompdb/4e0iA01,0.909182,4.10.320.60,,R1055_avimer_SEQ_759B1A27D9B4_local_exact_prediction__H001|high|5-38|dompdb/4e0iA01|4.10.320.60|32.450420; R1055_avimer_SEQ_759B1A27D9B4_local_exact_prediction__M001|medium|43-76|||
103,SEQ_747905F623EC,47.0,0.0,1.0,0.0,1.0,na,2-37,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1056_avimer_SEQ_747905F623EC_local_exact_prediction__M001|medium|2-37|||
104,SEQ_3CFE05BB5FF8,135.0,0.0,3.0,0.0,3.0,na,"2-43,49-87,88-125",na,3.0,0.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1057_avimer_SEQ_3CFE05BB5FF8_local_exact_prediction__M001|medium|2-43|||; R1057_avimer_SEQ_3CFE05BB5FF8_local_exact_prediction__M002|medium|49-87|||; R1057_avimer_SEQ_3CFE05BB5FF8_local_exact_prediction__M003|medium|88-125|||
105,SEQ_0E08A687B153,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,1.0,0.0,1.0,2459.758057,2459.758057,dompdb/3axfA02,0.568299,3axfA02,3.0,Alpha Beta,3.4,3-Layer(aba) Sandwich,3.40.190,D-Maltodextrin-Binding Protein; domain 2,3.40.190.10,Periplasmic binding protein-like II,dompdb/3axfA02,3.40.190.10,3.40.190,R0028_cyclotide_SEQ_0E08A687B153_PDB_exact__M001,medium,2-31,2459.758057,dompdb/3axfA02,0.568299,3.40.190.10,Periplasmic binding protein-like II,R0028_cyclotide_SEQ_0E08A687B153_PDB_exact__M001|medium|2-31|dompdb/3axfA02|3.40.190.10|2459.758057
106,SEQ_E5EC5B09A0A7,33.0,0.0,0.0,1.0,0.0,na,na,2-33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,SEQ_E6E91B3D4EB3,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1058_knottin_SEQ_E6E91B3D4EB3_PDB_exact__M001|medium|2-31|||
108,SEQ_A36B28EA26ED,30.0,0.0,0.0,1.0,0.0,na,na,2-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
110,SEQ_1B1C229C5ADB,30.0,0.0,0.0,1.0,0.0,na,na,2-30,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,SEQ_0B459F735DF8,31.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1061_knottin_SEQ_0B459F735DF8_PDB_exact__M001|medium|2-27|||
113,SEQ_D7286932E259,29.0,0.0,1.0,0.0,1.0,na,2-29,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1062_knottin_SEQ_D7286932E259_PDB_exact__M001|medium|2-29|||
114,SEQ_EB5BD689BCD3,29.0,0.0,1.0,0.0,1.0,na,2-29,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1063_knottin_SEQ_EB5BD689BCD3_PDB_exact__M001|medium|2-29|||
115,SEQ_4BF5E4B9B81A,29.0,0.0,1.0,0.0,1.0,na,2-29,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1064_knottin_SEQ_4BF5E4B9B81A_PDB_exact__M001|medium|2-29|||
119,SEQ_58E75048154A,84.0,0.0,2.0,0.0,2.0,na,"2-39,41-84",na,2.0,0.0,2.0,2.0,0.0,1.0,36.386741,38.0168,dompdb/1erdA00,0.903647,1erdA00,1.0,Mainly Alpha,1.1,Orthogonal Bundle,1.10.10,"Arc Repressor Mutant, subunit A",1.10.10.190,,dompdb/1erdA00; dompdb/2gviA03,1.10.10.190; 3.30.60.20,1.10.10; 3.30.60,R0030_avimer_SEQ_58E75048154A_local_exact_prediction__M002,medium,41-84,38.0168,dompdb/1erdA00,0.903647,1.10.10.190,,R0030_avimer_SEQ_58E75048154A_local_exact_prediction__M001|medium|2-39|dompdb/2gviA03|3.30.60.20|34.756683; R0030_avimer_SEQ_58E75048154A_local_exact_prediction__M002|medium|41-84|dompdb/1erdA00|1.10.10.190|38.016800
120,SEQ_8F5AEC8D068F,81.0,0.0,2.0,0.0,2.0,na,"2-40,43-81",na,2.0,0.0,2.0,2.0,0.0,1.0,34.371916,35.558353,dompdb/2gviA03,0.920371,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/2gviA03,3.30.60.20,3.30.60,R0031_avimer_SEQ_8F5AEC8D068F_local_exact_prediction__M001,medium,2-40,35.558353,dompdb/2gviA03,0.876012,3.30.60.20,,R0031_avimer_SEQ_8F5AEC8D068F_local_exact_prediction__M001|medium|2-40|dompdb/2gviA03|3.30.60.20|35.558353; R0031_avimer_SEQ_8F5AEC8D068F_local_exact_prediction__M002|medium|43-81|dompdb/2gviA03|3.30.60.20|33.185478
121,SEQ_DC00107813C1,85.0,0.0,2.0,0.0,2.0,na,"2-38,40-80",na,2.0,0.0,2.0,2.0,0.0,1.0,34.335987,35.198673,dompdb/2gviA03,0.922331,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/1f5yA02; dompdb/2gviA03,3.30.60.20; 4.10.400.10,3.30.60; 4.10.400,R0032_avimer_SEQ_DC00107813C1_local_exact_prediction__M002,medium,40-80,35.198673,dompdb/1f5yA02,0.84325,4.10.400.10,Low-density Lipoprotein Receptor,R0032_avimer_SEQ_DC00107813C1_local_exact_prediction__M001|medium|2-38|dompdb/2gviA03|3.30.60.20|33.473301; R0032_avimer_SEQ_DC00107813C1_local_exact_prediction__M002|medium|40-80|dompdb/1f5yA02|4.10.400.10|35.198673
122,SEQ_204A89E34375,83.0,1.0,1.0,0.0,2.0,47-78,2-39,na,2.0,1.0,1.0,2.0,0.0,1.0,32.236235,34.773113,dompdb/2gviA03,0.899841,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/1zmeC01; dompdb/2gviA03,3.30.60.20; 4.10.240.10,3.30.60; 4.10.240,R0033_avimer_SEQ_204A89E34375_local_exact_prediction__M001,medium,2-39,34.773113,dompdb/2gviA03,0.899841,3.30.60.20,,R0033_avimer_SEQ_204A89E34375_local_exact_prediction__H001|high|47-78|dompdb/1zmeC01|4.10.240.10|29.699356; R0033_avimer_SEQ_204A89E34375_local_exact_prediction__M001|medium|2-39|dompdb/2gviA03|3.30.60.20|34.773113
123,SEQ_1345A1C26971,81.0,0.0,2.0,0.0,2.0,na,"2-37,40-74",na,2.0,0.0,2.0,2.0,0.0,1.0,33.338267,33.599247,dompdb/2gviA03,0.914842,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/2gviA03; dompdb/2hd0A02,2.30.30.710; 3.30.60.20,2.30.30; 3.30.60,R0034_avimer_SEQ_1345A1C26971_local_exact_prediction__M002,medium,40-74,33.599247,dompdb/2hd0A02,0.843574,2.30.30.710,"Hepatitis C virus non-structural protein NS2, C-terminal domain",R0034_avimer_SEQ_1345A1C26971_local_exact_prediction__M001|medium|2-37|dompdb/2gviA03|3.30.60.20|33.077286; R0034_avimer_SEQ_1345A1C26971_local_exact_prediction__M002|medium|40-74|dompdb/2hd0A02|2.30.30.710|33.599247
124,SEQ_89C3799A7F95,80.0,0.0,2.0,0.0,2.0,na,"2-39,46-80",na,2.0,0.0,2.0,2.0,0.0,1.0,32.868221,34.789627,dompdb/1n7dA03,0.929215,1n7dA03,4.0,Few Secondary Structures,4.1,Irregular,4.10.400,Low-density Lipoprotein Receptor,4.10.400.10,Low-density Lipoprotein Receptor,dompdb/1n7dA03; dompdb/2gviA03,3.30.60.20; 4.10.400.10,3.30.60; 4.10.400,R0035_avimer_SEQ_89C3799A7F95_local_exact_prediction__M001,medium,2-39,34.789627,dompdb/2gviA03,0.89412,3.30.60.20,,R0035_avimer_SEQ_89C3799A7F95_local_exact_prediction__M001|medium|2-39|dompdb/2gviA03|3.30.60.20|34.789627; R0035_avimer_SEQ_89C3799A7F95_local_exact_prediction__M002|medium|46-80|dompdb/1n7dA03|4.10.400.10|30.946815
125,SEQ_2FF73853C06D,83.0,0.0,2.0,0.0,2.0,na,"2-39,40-83",na,2.0,0.0,2.0,2.0,0.0,1.0,36.444687,38.158138,dompdb/2gviA03,0.88976,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/1erdA00; dompdb/2gviA03,1.10.10.190; 3.30.60.20,1.10.10; 3.30.60,R0036_avimer_SEQ_2FF73853C06D_local_exact_prediction__M002,medium,40-83,38.158138,dompdb/1erdA00,0.863046,1.10.10.190,,R0036_avimer_SEQ_2FF73853C06D_local_exact_prediction__M001|medium|2-39|dompdb/2gviA03|3.30.60.20|34.731236; R0036_avimer_SEQ_2FF73853C06D_local_exact_prediction__M002|medium|40-83|dompdb/1erdA00|1.10.10.190|38.158138
126,SEQ_E7C76458FBAF,135.0,0.0,3.0,0.0,3.0,na,"2-41,43-74,85-123",na,3.0,0.0,3.0,3.0,0.0,1.0,35.539245,37.557384,dompdb/2epaA01,0.915018,2epaA01,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.160,Double Stranded RNA Binding Domain,3.30.160.60,Classic Zinc Finger,dompdb/1f5yA02; dompdb/2epaA01; dompdb/2gviA03,3.30.160.60; 3.30.60.20; 4.10.400.10,3.30.160; 3.30.60; 4.10.400,R0037_avimer_SEQ_E7C76458FBAF_local_exact_prediction__M001,medium,2-41,37.557384,dompdb/2gviA03,0.874629,3.30.60.20,,R0037_avimer_SEQ_E7C76458FBAF_local_exact_prediction__M001|medium|2-41|dompdb/2gviA03|3.30.60.20|37.557384; R0037_avimer_SEQ_E7C76458FBAF_local_exact_prediction__M002|medium|43-74|dompdb/2epaA01|3.30.160.60|31.613079; R0037_avimer_SEQ_E7C76458FBAF_local_exact_prediction__M003|medium|85-123|dompdb/1f5yA02|4.10.400.10|37.447273
127,SEQ_42109FB413EE,43.0,0.0,1.0,0.0,1.0,na,2-35,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1065_knottin_SEQ_42109FB413EE_PDB_exact__M001|medium|2-35|||
128,SEQ_EACADB92942A,403.0,1.0,0.0,0.0,1.0,14-94,na,na,1.0,1.0,0.0,1.0,0.0,1.0,50.248116,50.248116,dompdb/3mfdA02,0.831796,3mfdA02,2.0,Mainly Beta,2.3,Roll,2.30.140,"Spermidine Synthase; Chain: A, domain 2",2.30.140.30,,dompdb/3mfdA02,2.30.140.30,2.30.140,R0038_knottin_SEQ_EACADB92942A_PDB_exact__H001,high,14-94,50.248116,dompdb/3mfdA02,0.831796,2.30.140.30,,R0038_knottin_SEQ_EACADB92942A_PDB_exact__H001|high|14-94|dompdb/3mfdA02|2.30.140.30|50.248116
129,SEQ_691D75937138,43.0,0.0,1.0,0.0,1.0,na,2-38,na,1.0,0.0,1.0,1.0,0.0,1.0,34.31337,34.31337,dompdb/2gviA03,0.869123,2gviA03,3.0,Alpha Beta,3.3,2-Layer Sandwich,3.30.60,Wheat Germ Agglutinin (Isolectin 2); domain 1,3.30.60.20,,dompdb/2gviA03,3.30.60.20,3.30.60,R0039_avimer_SEQ_691D75937138_local_exact_prediction__M001,medium,2-38,34.31337,dompdb/2gviA03,0.869123,3.30.60.20,,R0039_avimer_SEQ_691D75937138_local_exact_prediction__M001|medium|2-38|dompdb/2gviA03|3.30.60.20|34.313370
130,SEQ_1A03EA634539,35.0,0.0,0.0,1.0,0.0,na,na,5-35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,SEQ_58398C995B53,30.0,0.0,1.0,0.0,1.0,na,2-30,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1067_knottin_SEQ_58398C995B53_PDB_exact__M001|medium|2-30|||
132,SEQ_40765E68011F,36.0,0.0,1.0,0.0,1.0,na,2-36,na,1.0,0.0,1.0,1.0,0.0,1.0,2986.872803,2986.872803,dompdb/6whjD00,0.581465,6whjD00,3.0,Alpha Beta,3.4,3-Layer(aba) Sandwich,3.40.1190,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,3.40.1190.20,Ribokinase,dompdb/6whjD00,3.40.1190.20,3.40.1190,R0040_knottin_SEQ_40765E68011F_PDB_exact__M001,medium,2-36,2986.872803,dompdb/6whjD00,0.581465,3.40.1190.20,Ribokinase,R0040_knottin_SEQ_40765E68011F_PDB_exact__M001|medium|2-36|dompdb/6whjD00|3.40.1190.20|2986.872803
133,SEQ_0869B8E70D85,32.0,0.0,1.0,0.0,1.0,na,2-32,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1068_knottin_SEQ_0869B8E70D85_PDB_exact__M001|medium|2-32|||
134,SEQ_AAE72F391F1F,27.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1069_knottin_SEQ_AAE72F391F1F_PDB_exact__M001|medium|2-27|||
135,SEQ_76B09DFD5E83,25.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,SEQ_30020DB18548,25.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,SEQ_7F185044DBF6,26.0,0.0,1.0,0.0,1.0,na,2-26,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1072_cyclotide_SEQ_7F185044DBF6_PDB_exact__M001|medium|2-26|||
138,SEQ_406A0D9B635F,26.0,0.0,1.0,0.0,1.0,na,2-26,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1073_cyclotide_SEQ_406A0D9B635F_PDB_exact__M001|medium|2-26|||
139,SEQ_95CAD16A75C5,26.0,0.0,1.0,0.0,1.0,na,2-26,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1074_cyclotide_SEQ_95CAD16A75C5_PDB_exact__M001|medium|2-26|||
140,SEQ_50D805A37F3A,27.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1075_knottin_SEQ_50D805A37F3A_PDB_exact__M001|medium|2-27|||
141,SEQ_459D9E5EC1A1,27.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1076_knottin_SEQ_459D9E5EC1A1_PDB_exact__M001|medium|2-27|||
142,SEQ_C21733F7B9F8,25.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,SEQ_1B95FF825216,27.0,0.0,1.0,0.0,1.0,na,2-27,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1078_cyclotide_SEQ_1B95FF825216_PDB_exact__M001|medium|2-27|||
144,SEQ_249F87633CE4,26.0,0.0,1.0,0.0,1.0,na,2-26,na,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,R1079_cyclotide_SEQ_249F87633CE4_PDB_exact__M001|medium|2-26|||
146,SEQ_E6EC5F9661A0,31.0,0.0,1.0,0.0,1.0,na,2-31,na,1.0,0.0,1.0,1.0,0.0,1.0,2442.181641,2442.181641,dompdb/1zdeA00,0.494698,1zdeA00,2.0,Mainly Beta,2.17,Beta Complex,2.170.16,"Endonuclease - Pi-scei; Chain A, domain 1",2.170.16.10,Hedgehog/Intein (Hint) domain,dompdb/1zdeA00,2.170.16.10,2.170.16,R0041_knottin_SEQ_E6EC5F9661A0_PDB_exact__M001,medium,2-31,2442.181641,dompdb/1zdeA00,0.494698,2.170.16.10,Hedgehog/Intein (Hint) domain,R0041_knottin_SEQ_E6EC5F9661A0_PDB_exact__M001|medium|2-31|dompdb/1zdeA00|2.170.16.10|2442.181641
147,SEQ_6C7F2A15A305,28.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,SEQ_2B9402D99210,28.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,SEQ_E49B6E3AB245,28.0,0.0,0.0,0.0,0.0,na,na,na,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
