protein_row_id,structure_unique_sequence_id,PLMSearch_query_original,PLMSearch_query_normalized,PLMSearch_hit_count,PLMSearch_top1_target,PLMSearch_top1_score,PLMSearch_top1_confidence_level,PLMSearch_top2_target,PLMSearch_top3_target,PLMSearch_top4_target,PLMSearch_top5_target,PLMSearch_top6_target,PLMSearch_top7_target,PLMSearch_top8_target,PLMSearch_top9_target,PLMSearch_top10_target,PLMSearch_top11_target,PLMSearch_top12_target,PLMSearch_top13_target,PLMSearch_top14_target,PLMSearch_top15_target,PLMSearch_top16_target,PLMSearch_top17_target,PLMSearch_top18_target,PLMSearch_top19_target,PLMSearch_top20_target
186,SEQ_731BBF82664F,R0065_avimer_SEQ_731BBF82664F|avimer|,R0065_avimer_SEQ_731BBF82664F|avimer|,20,Q5T700,0.3323324296899415,low,P85831,E2AX35,Q5SZI1,E3LYX0,Q21629,P18208,Q9VER6,G5EF33,Q98931,P20063,Q9R097,Q924X6,P98155,P98165,Q14114,O43278,Q99087,P98156,P98166
187,SEQ_090E8EBF5A31,R0066_avimer_SEQ_090E8EBF5A31|avimer|,R0066_avimer_SEQ_090E8EBF5A31|avimer|,20,Q5T700,0.3247388676903391,low,Q21629,E3LYX0,E2AX35,P85831,Q5SZI1,P18208,G5EF33,Q9VER6,Q98931,Q99087,Q924X6,P98155,Q9R097,Q14114,P20063,P98166,P98156,O43278,P98165
188,SEQ_C09242DD916F,R0067_avimer_SEQ_C09242DD916F|avimer|,R0067_avimer_SEQ_C09242DD916F|avimer|,20,Q5T700,0.3579103019282339,low,E3LYX0,Q21629,P85831,E2AX35,Q5SZI1,P18208,Q9VER6,Q98931,Q9R097,G5EF33,P98155,P98165,O43278,P20063,P98166,P98156,Q924X6,P35953,P35951
189,SEQ_ACFCA5566055,R0068_centyrin_SEQ_ACFCA5566055|centyrin|,R0068_centyrin_SEQ_ACFCA5566055|centyrin|,20,Q9V3Y3,0.3079504003771305,low,Q008X1,O96382,Q5MGQ0,Q0Q028,I1S537,G8HTB6,Q7YQE5,Q9SB67,Q86RS3,Q086E4,B0D4E7,P35330,P0C963,Q28260,P51509,Q0Q029,P19320,Q58151,O58810
190,SEQ_4B2B95A3BC94,R0069_avimer_SEQ_4B2B95A3BC94|avimer|,R0069_avimer_SEQ_4B2B95A3BC94|avimer|,20,Q5T700,0.3520541843853664,low,P85831,E2AX35,Q21629,E3LYX0,Q5SZI1,P18208,Q9VER6,G5EF33,Q98931,P20063,Q14114,Q924X6,P98165,Q99087,P98155,Q9R097,O43278,P98156,P98166
191,SEQ_F77775A3F819,R0070_knottin_SEQ_F77775A3F819|knottin|Placental Growth Factor,R0070_knottin_SEQ_F77775A3F819|knottin|Placental_Growth_Factor,20,P0DL42,0.5349745286383438,medium,P83942,P82475,C0K3N2,P49764,Q9XS47,Q63434,P12837,C0K3N3,P67863,Q330K6,P67861,Q90X24,Q90X23,B0VXV4,Q6J936,P67862,B0VXV3,C0K3N1,P80664
192,SEQ_76418B7EE719,R0071_avimer_SEQ_76418B7EE719|avimer|,R0071_avimer_SEQ_76418B7EE719|avimer|,20,Q5T700,0.3502072747969436,low,P85831,E2AX35,Q5SZI1,Q21629,E3LYX0,P18208,G5EF33,Q9VER6,Q9R097,O43278,Q924X6,Q14114,Q98931,P20063,P98165,P98155,Q99087,P98166,P98156
196,SEQ_20B2B3FA19E6,R0072_kunitz_SEQ_20B2B3FA19E6|kunitz|TFPI-2,R0072_kunitz_SEQ_20B2B3FA19E6|kunitz|TFPI-2,20,P81548,0.5860816278465748,medium,Q9TWG0,Q9TWF8,P0DMJ3,P20229,P86862,Q9TWF9,P26228,P00984,Q7LZE3,P0DMJ2,P19859,P10280,P25660,P81906,P81547,P0DMJ4,P0DJ49,A0A1Z0YU59,P81162
197,SEQ_8AC7BEA8C12F,R0073_kunitz_SEQ_8AC7BEA8C12F|kunitz|TFPI-2,R0073_kunitz_SEQ_8AC7BEA8C12F|kunitz|TFPI-2,20,P81548,0.5797368004975034,medium,Q9TWG0,Q9TWF8,P0DMJ3,P20229,P86862,Q9TWF9,P26228,P19859,P0DMJ2,P00984,Q7LZE3,P10280,P25660,P81906,P81547,P0DMJ4,P0DJ49,A0A1Z0YU59,P81162
199,SEQ_7FF8A21A22A4,R0074_knottin_SEQ_7FF8A21A22A4|knottin|Vascular Endothelial Growth Factor,R0074_knottin_SEQ_7FF8A21A22A4|knottin|Vascular_Endothelial_Growth_Factor,20,P0DL42,0.5465146836023997,medium,P83942,P82475,C0K3N2,Q9XS47,P49764,Q63434,C0K3N3,P67863,Q330K6,P67861,P67862,Q90X24,Q90X23,Q6J936,B0VXV4,B0VXV3,C0K3N1,P12837,P80664
200,SEQ_796B1D1C8681,R0075_kunitz_SEQ_796B1D1C8681|kunitz|bitoran V,R0075_kunitz_SEQ_796B1D1C8681|kunitz|bitoran_V,20,P25660,0.9962000250816345,high,Q9TWG0,P0DKL8,P86862,Q9TWF8,P10280,P20229,P62756,P62757,Q9TWF9,P00994,P0DMJ3,P81547,P0DMJ2,P81548,P0DMJ4,P00984,Q7LZE3,P26228,A0A1Z0YU59
201,SEQ_EEDB4D5DD8AB,R0076_avimer_SEQ_EEDB4D5DD8AB|avimer|,R0076_avimer_SEQ_EEDB4D5DD8AB|avimer|,20,Q5T700,0.35015460454395786,low,P85831,Q21629,E2AX35,E3LYX0,Q5SZI1,P18208,Q9VER6,G5EF33,Q98931,Q924X6,P20063,Q9R097,Q14114,O43278,P98165,P98155,Q99087,P98166,P35950
202,SEQ_2B627ED59C5B,R0077_avimer_SEQ_2B627ED59C5B|avimer|,R0077_avimer_SEQ_2B627ED59C5B|avimer|,20,Q5T700,0.30000750869725223,low,Q5SZI1,E3LYX0,Q21629,Q98931,P98155,P85831,P98165,E2AX35,P98166,P98156,P20063,P35953,Q924X6,P35951,Q99087,Q28832,Q14114,P35950,P35952
203,SEQ_0BE9D42231D3,R0078_avimer_SEQ_0BE9D42231D3|avimer|,R0078_avimer_SEQ_0BE9D42231D3|avimer|,20,Q5T700,0.2989677558090591,unsupported,E3LYX0,Q21629,Q5SZI1,P98155,P98165,P98166,Q98931,P98156,P35953,P85831,P20063,E2AX35,Q99087,Q924X6,Q28832,P35951,P35950,P01131,P01130
204,SEQ_C5B162431E78,R0079_avimer_SEQ_C5B162431E78|avimer|,R0079_avimer_SEQ_C5B162431E78|avimer|,20,Q5T700,0.3435835015606692,low,Q21629,E3LYX0,P85831,E2AX35,P18208,Q5SZI1,Q9VER6,Q98931,G5EF33,P98165,P98155,Q99087,P98166,P98156,P46023,P20063,P35953,Q924X6,Q14114
205,SEQ_6131D5E85EA3,R0080_avimer_SEQ_6131D5E85EA3|avimer|,R0080_avimer_SEQ_6131D5E85EA3|avimer|,20,Q5T700,0.37964534802330974,low,E3LYX0,Q21629,P85831,E2AX35,P18208,Q5SZI1,Q9VER6,P46023,G5EF33,P98165,Q9R097,Q98931,P98155,Q61129,P20063,P98166,P98156,Q9WUW3,P35953
220,SEQ_94EC9B34D91C,R0081_kunitz_SEQ_94EC9B34D91C|kunitz|hepatocyte growth factor activator inhibitor type-1,R0081_kunitz_SEQ_94EC9B34D91C|kunitz|hepatocyte_growth_factor_activator_inhibitor_type-1,20,Q9TWG0,0.6956487171221255,medium,Q9TWF8,P0DMJ3,Q9TWF9,P81548,P0DMJ2,P81547,P10280,P20229,P86862,P81902,P0DMJ4,P81906,P26228,P00994,P25660,P19859,P00984,Q7LZE3,A0A1Z0YU59
222,SEQ_BBFDA5A89A5B,R0082_knottin_SEQ_BBFDA5A89A5B|knottin|AGRP,R0082_knottin_SEQ_BBFDA5A89A5B|knottin|AGRP,20,P36988,0.4015922972193575,low,P36986,P58606,P61232,P0DQJ6,P84000,P0DM14,P15968,P60177,P60178,P85269,P83745,A0A3F2YLP5,P11058,B3EWN3,P83911,P0CH59,P84780,P84779,P83746
226,SEQ_2E59D42920C0,R0083_kunitz_SEQ_2E59D42920C0|kunitz|Tissue-Factor Pathway Inhibitor-2 (TFPI-2),R0083_kunitz_SEQ_2E59D42920C0|kunitz|Tissue-Factor_Pathway_Inhibitor-2_TFPI-2,20,P19859,0.9962000250816345,high,P20229,Q9TWF8,Q9TWG0,D2Y491,P81548,P26228,P16044,D2Y489,D2Y490,Q9TWF9,P0DMJ3,P81547,P0DMJ4,P0DMJ2,P10280,P86862,P25660,P81906,P00984
227,SEQ_783878824313,R0084_adnectin_SEQ_783878824313|adnectin|Tenascin,R0084_adnectin_SEQ_783878824313|adnectin|Tenascin,20,Q16473,0.6450414333811665,medium,P22081,Q14213,O35228,Q7TNI4,Q80XF5,Q91289,P39804,Q969J5,Q9UMZ3,B0V2N1,P23468,Q13332,P83907,Q28902,Q64605,Q64487,P0C5E4,O88488,A2A8L5
228,SEQ_7C462E25F1CF,R0085_adnectin_SEQ_7C462E25F1CF|adnectin|3rd FN3 domain of human Tenascin,R0085_adnectin_SEQ_7C462E25F1CF|adnectin|3rd_FN3_domain_of_human_Tenascin,20,Q16473,0.6639521456726456,medium,P22081,Q7TNI4,Q14213,Q80XF5,O35228,Q969J5,Q91289,P39804,Q9UMZ3,P83907,P23468,Q64487,Q28902,Q13332,B0V2N1,B6HQN4,Q64605,P0C5E4,O88488
232,SEQ_9898A9A6A5F0,R0086_knottin_SEQ_9898A9A6A5F0|knottin|Toxin GTx1-15,R0086_knottin_SEQ_9898A9A6A5F0|knottin|Toxin_GTx1-15,20,P83747,0.9976000189781189,high,P83746,B3EWN3,P0CH54,P83745,P0DM14,A0A3F2YLP5,P0CH52,P83557,P29426,P61232,P0CH59,P31328,P0DQJ6,P0CI04,P61790,P0CH50,P61789,P58606,P83910
233,SEQ_0551C7B0C5FA,R0087_knottin_SEQ_0551C7B0C5FA|knottin|Beta-theraphotoxin-Cm1a,R0087_knottin_SEQ_0551C7B0C5FA|knottin|Beta-theraphotoxin-Cm1a,20,P83746,0.9984999895095825,high,P83745,P83747,P0CH54,P0DM14,B3EWN3,P0CH52,P49266,P0DQJ6,A0A3F2YLP5,P0CH59,P61232,P0CI04,P83557,P31328,P58606,P61790,P61789,P0CH50,P61792
234,SEQ_BF8AA209B521,R0088_knottin_SEQ_BF8AA209B521|knottin|Beta-theraphotoxin-Cm1b,R0088_knottin_SEQ_BF8AA209B521|knottin|Beta-theraphotoxin-Cm1b,20,P83746,0.9980000257492065,high,P83745,P83747,P0CH54,P0DM14,B3EWN3,P0CH52,P49266,P0CH59,P61232,P0DQJ6,A0A3F2YLP5,P0CI04,P83557,P58606,P31328,P61790,P61789,P0CH50,P61792
235,SEQ_501339B4FCE0,R0089_knottin_SEQ_501339B4FCE0|knottin|Mu-theraphotoxin-Ssp1a,R0089_knottin_SEQ_501339B4FCE0|knottin|Mu-theraphotoxin-Ssp1a,20,P0CH54,0.996999979019165,high,P83747,P0DM14,P0DQJ6,A0A3F2YLP5,P83746,P83745,P61791,B3EWN3,P0CH52,P58425,P84836,P0CH59,P61232,P31328,P83557,P61790,P0CH50,P0CI04,P58606
241,SEQ_81DA82FC492D,R0090_knottin_SEQ_81DA82FC492D|knottin|Delta-conotoxin EVIA,R0090_knottin_SEQ_81DA82FC492D|knottin|Delta-conotoxin_EVIA,20,P0DMA2,0.9962000250816345,high,P83301,P69756,A0A3G6IHA6,P69752,C0HL16,C0HL15,P0DL67,P0CC14,P0C7K5,P0C7K4,P68423,P81765,P0C7K6,P61232,D2Y4A0,P0CH13,P0CH59,C7T1P3,P84015
243,SEQ_1064F1BBADE0,R0091_knottin_SEQ_1064F1BBADE0|knottin|Delta-conotoxin-like CnVIB,R0091_knottin_SEQ_1064F1BBADE0|knottin|Delta-conotoxin-like_CnVIB,20,P0CC13,1.0,high,P0CC14,P0CC15,P56710,P69756,P69752,A0A0F6QDA5,D2Y4A0,P83301,P0DL67,P0CH13,P0DL66,D2Y4A1,P0C352,D2Y4A2,P68423,P0CH55,P61232,C7T1P3,P81765
244,SEQ_166A56DE5414,R0092_kunitz_SEQ_166A56DE5414|kunitz|Aprotinin,R0092_kunitz_SEQ_166A56DE5414|kunitz|Aprotinin,20,Q9TWG0,0.996399998664856,high,Q9TWF8,P0DMJ3,P10280,P0DMJ2,P20229,P81547,P00994,P0DMJ4,P26228,P81902,Q9TWF9,P81548,P00984,Q7LZE3,P86862,P25660,A0A1Z0YU59,P19859,P81906
245,SEQ_B7D3E46D9C74,R0093_kunitz_SEQ_B7D3E46D9C74|kunitz|Aprotinin,R0093_kunitz_SEQ_B7D3E46D9C74|kunitz|Aprotinin,20,Q9TWG0,0.9962999820709229,high,Q9TWF8,P20229,P10280,P0DMJ3,P81547,P0DMJ2,P0DMJ4,P00994,Q9TWF9,P00984,P26228,Q7LZE3,P0DKL8,P16044,P81548,P86862,P81902,P25660,P19859
246,SEQ_42990AF03AF9,R0094_kunitz_SEQ_42990AF03AF9|kunitz|Aprotinin,R0094_kunitz_SEQ_42990AF03AF9|kunitz|Aprotinin,20,Q9TWG0,0.996399998664856,high,Q9TWF8,P0DMJ3,P10280,P20229,P0DMJ2,P81547,P00994,P0DMJ4,Q9TWF9,P81548,P00984,Q7LZE3,P26228,P86862,P81902,P25660,A0A1Z0YU59,P19859,P81906
247,SEQ_176CE87658CF,R0095_kunitz_SEQ_176CE87658CF|kunitz|aprotinin,R0095_kunitz_SEQ_176CE87658CF|kunitz|aprotinin,20,Q9TWG0,0.9962999820709229,high,Q9TWF8,P10280,P0DMJ3,P20229,P00994,P0DMJ2,P81547,Q9TWF9,P81548,P0DMJ4,P00984,Q7LZE3,P26228,P86862,P81902,P25660,P19859,A0A1Z0YU59,P81906
248,SEQ_094BD7A8E797,R0096_kunitz_SEQ_094BD7A8E797|kunitz|Aprotinin,R0096_kunitz_SEQ_094BD7A8E797|kunitz|Aprotinin,20,Q9TWG0,0.9962000250816345,high,Q9TWF8,P20229,P10280,P00984,P0DMJ3,Q7LZE3,Q9TWF9,P0DKL8,P81548,P81547,P0DMJ2,P0DMJ4,P26228,P86862,P00994,P25660,P81902,A0A1Z0YU59,P19859
249,SEQ_D6609B6A249C,"R0097_kunitz_SEQ_D6609B6A249C|kunitz|aprotinin (bovine pancreatic trypsin inhibitor, BPTI)",R0097_kunitz_SEQ_D6609B6A249C|kunitz|aprotinin_bovine_pancreatic_trypsin_inhibitor_BPTI,20,Q9TWG0,0.9965999722480774,high,Q9TWF8,P20229,P10280,P00984,Q7LZE3,Q9TWF9,P0DMJ3,P0DKL8,P25660,P81547,P81548,P0DMJ2,P0DMJ4,P86862,P26228,P00994,P81906,P81902,A0A1Z0YU59
253,SEQ_ED27B2EE2F92,R0098_kunitz_SEQ_ED27B2EE2F92|kunitz|Aprotinin,R0098_kunitz_SEQ_ED27B2EE2F92|kunitz|Aprotinin,20,Q9TWF8,0.9962000250816345,high,Q9TWG0,P0DMJ3,P10280,P00994,P20229,Q9TWF9,P81547,P81548,P0DMJ2,P0DMJ4,P00984,Q7LZE3,P86862,P26228,P81902,P25660,P19859,A0A1Z0YU59,P81906
254,SEQ_246029983F7E,R0099_kunitz_SEQ_246029983F7E|kunitz|Aprotinin,R0099_kunitz_SEQ_246029983F7E|kunitz|Aprotinin,20,Q9TWG0,0.9962000250816345,high,Q9TWF8,P20229,P10280,P0DMJ3,P00994,Q9TWF9,P00984,Q7LZE3,P81548,P81547,P0DMJ2,P0DMJ4,P86862,P26228,P81902,P25660,P19859,A0A1Z0YU59,P81906
257,SEQ_4A00841C32A9,R0100_phdfingerdomain_SEQ_4A00841C32A9|phdfingerdomain|CHD5,R0100_phdfingerdomain_SEQ_4A00841C32A9|phdfingerdomain|CHD5,20,Q9M9L0,0.3727193368162247,low,Q3ZCF6,Q54L48,Q9CPX9,Q9UT86,Q5R8A2,Q9NYG5,Q03605,Q9DAG9,P0DH78,Q9SZL4,Q9FEN9,Q9UBF6,Q9WTZ1,Q3EA33,Q08422,Q9LJL6,Q9D4J7,Q9M0R7,Q8N6M9
266,SEQ_31B0DC92D92B,R0101_adnectin_SEQ_31B0DC92D92B|adnectin|10Fn3,R0101_adnectin_SEQ_31B0DC92D92B|adnectin|10Fn3,20,P03987,0.9966999888420105,high,P01867,P01865,P01864,P20761,P01872,P01863,P01869,P06337,P0DOX6,P20762,P03988,P04221,P20768,P11272,P01870,P01877,P01871,P23084,P01840
267,SEQ_DA797457E404,R0102_kunitz_SEQ_DA797457E404|kunitz|HKI B9,R0102_kunitz_SEQ_DA797457E404|kunitz|HKI_B9,20,P86862,0.9962000250816345,high,P81906,P0DJ49,P25660,P26228,P10831,P0DKL8,P00983,P81162,P0DMJ3,Q9TWF8,P81548,Q9TWG0,Q9TWF9,P0DMJ4,P81547,P0DMJ2,P20229,P10280,P81902
273,SEQ_83837E0EAC5E,R0103_kunitz_SEQ_83837E0EAC5E|kunitz|Tissue Factor Pathway Inhibitor (TFPI),R0103_kunitz_SEQ_83837E0EAC5E|kunitz|Tissue_Factor_Pathway_Inhibitor_TFPI,20,P10646,0.9965000152587891,high,Q28864,P19761,P86862,Q9TWF8,Q9TWG0,P10280,P26228,Q9TWF9,P81906,P81547,P0DMJ2,P25660,P00984,Q7LZE3,P10831,P0DMJ3,P10832,P0DN19,P81162
274,SEQ_8F641CB40B93,R0104_kunitz_SEQ_8F641CB40B93|kunitz|TFPI,R0104_kunitz_SEQ_8F641CB40B93|kunitz|TFPI,20,P10646,0.9993000030517578,high,Q28864,P19761,O54819,Q02445,P86862,P10280,Q9TWF8,P0DN19,Q9TWG0,P29216,P10831,P10832,P00984,Q7LZE3,P25660,P81906,P0DN11,Q9TWF9,P0DN09
277,SEQ_63BAFD4997B6,R0105_cyclotide_SEQ_63BAFD4997B6|cyclotide|Cliotide T14,R0105_cyclotide_SEQ_63BAFD4997B6|cyclotide|Cliotide_T14,20,P84642,0.9987000226974487,high,C0HKH6,C0HK39,C0HKH1,C0HKJ3,C0HJS0,C0HK40,P85182,C0HKH2,C0HKJ2,C0HKK5,C0HL34,P58456,C0HKK4,P86846,P86849,P86850,C0HKK3,P84641,C0HKK0
278,SEQ_99B535682833,R0106_cyclotide_SEQ_99B535682833|cyclotide|Cliotide T13,R0106_cyclotide_SEQ_99B535682833|cyclotide|Cliotide_T13,20,C0HJS0,1.0,high,C0HLP3,P58456,P85182,C0HKJ3,C0HK39,C0HKI2,P86849,P86850,C0HK40,C0HKH6,C0HKJ2,C0HL34,P84642,C0HKK4,C0HKH2,P84641,C0HKK5,P84638,P86846
280,SEQ_4B6E5D41BC4B,R0107_kunitz_SEQ_4B6E5D41BC4B|kunitz|human amyloid protein precursor homolog Kunitz-type inhibitor domain,R0107_kunitz_SEQ_4B6E5D41BC4B|kunitz|human_amyloid_protein_precursor_homolog_Kunitz-type_inhibitor_domain,20,Q9TWF8,0.9952999949455261,high,Q9TWG0,P86862,P0DMJ3,Q9TWF9,P0DMJ2,P81548,P81547,P10280,P0DMJ4,P20229,P00994,P00984,Q7LZE3,P81902,P81906,P26228,P25660,P0DJ49,P81162
291,SEQ_27CD91EBC04D,R0108_knottin_SEQ_27CD91EBC04D|knottin|EETI,R0108_knottin_SEQ_27CD91EBC04D|knottin|EETI,20,Q02325,0.43563282077138865,low,Q15195,P81860,P26928,P26927,Q08048,P17945,P14210,Q867B7,Q9BH09,Q76BS1,P14272,P03951,Q2KJ63,P03952,Q5NTB3,P26262,P12545,Q24K22,Q5R8X6
293,SEQ_CE3E634F5DAD,R0109_kunitz_SEQ_CE3E634F5DAD|kunitz|DX-890,R0109_kunitz_SEQ_CE3E634F5DAD|kunitz|DX-890,20,P86862,0.9962000250816345,high,P62756,P62757,Q9TWF8,Q9TWG0,P0DMJ3,Q9TWF9,P81548,P81547,P0DMJ4,P0DMJ2,P20229,P10280,P81902,P26228,P25660,P81906,P00984,Q7LZE3,P00994
294,SEQ_48BFB75AA0A7,R0110_kunitz_SEQ_48BFB75AA0A7|kunitz|,R0110_kunitz_SEQ_48BFB75AA0A7|kunitz|,20,P86862,0.9955999851226807,high,P62756,P62757,Q9TWF8,P0DMJ3,Q9TWG0,Q9TWF9,P81548,P81547,P0DMJ4,P0DMJ2,P20229,P10280,P81902,P26228,P25660,P81906,P00984,Q7LZE3,P00994
295,SEQ_6B6871EF4D15,"R0111_kunitz_SEQ_6B6871EF4D15|kunitz|WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",R0111_kunitz_SEQ_6B6871EF4D15|kunitz|WAP_follistatin_kazal_immunoglobulin_kunitz_and_netrin_domain_containing_1,20,Q9TWG0,0.6409444029585174,medium,Q9TWF8,P0DMJ3,Q9TWF9,P81548,P0DMJ2,P81547,P10280,P20229,P86862,P0DMJ4,P81906,P81902,P00984,Q7LZE3,P26228,P25660,P00994,P81162,A0A1Z0YU59
297,SEQ_11D89D0E1E25,R0112_kunitz_SEQ_11D89D0E1E25|kunitz|ShPI-1,R0112_kunitz_SEQ_11D89D0E1E25|kunitz|ShPI-1,20,Q9TWF8,0.9973000288009644,high,P0DKL8,P20229,P10280,Q9TWG0,P24541,A0A1Z0YU59,Q9TWF9,P0DN19,P25660,P86862,P00984,P16044,Q7LZE3,D2Y491,P00983,P0DMJ3,P26228,D2Y489,P81548
299,SEQ_46F5F3DAD2A6,R0113_kunitz_SEQ_46F5F3DAD2A6|kunitz|lipoprotein-associated coagulation inhibitor,R0113_kunitz_SEQ_46F5F3DAD2A6|kunitz|lipoprotein-associated_coagulation_inhibitor,20,P26228,0.996399998664856,high,P81162,Q9TWF8,Q9TWG0,P86862,P0DMJ2,P62756,P62757,P81902,D2Y491,P0DKL8,P10280,P81906,D2Y489,D2Y490,P0DMJ3,Q9TWF9,P81547,P81548,P20229
300,SEQ_E149625B82FE,R0114_kunitz_SEQ_E149625B82FE|kunitz|Lipoprotein-associated coagulation inhibitor (LACI) Kunitz domain 1,R0114_kunitz_SEQ_E149625B82FE|kunitz|Lipoprotein-associated_coagulation_inhibitor_LACI_Kunitz_domain_1,20,Q9TWG0,0.9955999851226807,high,Q9TWF8,P26228,P62756,P62757,P86862,P0DMJ3,Q9TWF9,P0DMJ2,P81547,P20229,P81548,P10280,P0DMJ4,P81902,P00994,P00984,Q7LZE3,P25660,P81906
301,SEQ_B9A4884FB1B3,R0115_kunitz_SEQ_B9A4884FB1B3|kunitz|LACI,R0115_kunitz_SEQ_B9A4884FB1B3|kunitz|LACI,20,P86862,0.9962000250816345,high,Q9TWF8,Q9TWG0,P26228,P81162,P62756,P62757,P10280,Q9TWF9,P0DMJ3,P0DMJ2,P81548,P20229,P81547,P0DMJ4,P00984,Q7LZE3,P00994,P81902,P25660
302,SEQ_05F51BAB9A7D,R0116_kunitz_SEQ_05F51BAB9A7D|kunitz|,R0116_kunitz_SEQ_05F51BAB9A7D|kunitz|,20,Q9TWF8,0.9965999722480774,high,Q9TWG0,P86862,P26228,P10280,P81162,P0DKL8,P81906,P20229,P62756,P62757,P0DMJ2,P25660,Q9TWF9,P0DMJ3,P81548,P81547,P0DMJ4,P00984,Q7LZE3
303,SEQ_C5B8DC8C7CB6,R0117_kunitz_SEQ_C5B8DC8C7CB6|kunitz|DPI-14,R0117_kunitz_SEQ_C5B8DC8C7CB6|kunitz|DPI-14,20,P81902,0.9955000281333923,high,P29216,P81162,D2Y489,P0DMJ3,Q9TWG0,Q9TWF8,P81548,P0DMJ2,Q9TWF9,P81547,P0DMJ4,P10280,P86862,P20229,P00994,P26228,P25660,P00984,Q7LZE3
307,SEQ_A1015F7AA066,R0118_knottin_SEQ_A1015F7AA066|knottin|Huwentoxin-IV,R0118_knottin_SEQ_A1015F7AA066|knottin|Huwentoxin-IV,20,P83746,0.9965000152587891,high,P83747,P29426,P0CH54,P83745,B3EWN3,P83909,P60978,P60977,P61232,P0CH59,P0CI04,P0DM14,P83557,P0DQJ6,A0A3F2YLP5,P58606,P31328,P61790,P0CH52
312,SEQ_AD8E250440A0,R0119_knottin_SEQ_AD8E250440A0|knottin|Delta-theraphotoxin-Hm1b,R0119_knottin_SEQ_AD8E250440A0|knottin|Delta-theraphotoxin-Hm1b,20,P61790,0.9965000152587891,high,P61791,P58426,P0CH59,P61792,P49266,P58427,A0A3F2YLP5,P0DM14,P0DQJ6,P83747,P83909,P83746,P61232,B3EWN3,P83745,P61789,P83557,P83892,P0CI04
314,SEQ_927E766F7C7A,R0120_knottin_SEQ_927E766F7C7A|knottin|Beta/omega-theraphotoxin-Tp1a,R0120_knottin_SEQ_927E766F7C7A|knottin|Beta_omega-theraphotoxin-Tp1a,20,P0DQJ6,0.995199978351593,high,P0CH59,B3EWN3,P61232,A0A3F2YLP5,P83745,P83557,P0DM14,P83746,P61790,P0CH50,P0CH52,P31328,P49266,P0CI04,P83996,P83910,P61789,P83747,P58606
317,SEQ_7EA2BB1E8DD8,R0121_knottin_SEQ_7EA2BB1E8DD8|knottin|Psalmotoxin-1,R0121_knottin_SEQ_7EA2BB1E8DD8|knottin|Psalmotoxin-1,20,P68423,0.5066240169832703,medium,P31328,P84015,B3EWN3,P83557,P0CH55,P0CI04,P83996,P0DQJ6,A0A3F2YLP5,P0DM14,P82601,P86418,P83910,P83745,P61232,P0CH50,P81765,P0CF14,P0CH59
318,SEQ_49A19427092B,R0122_knottin_SEQ_49A19427092B|knottin|SOTI-III,R0122_knottin_SEQ_49A19427092B|knottin|SOTI-III,20,P84780,0.996399998664856,high,P84781,P84779,P58606,B3EWN3,P61232,P31328,C0HLV1,P0DQJ6,P83910,P83745,P84778,P0CH59,P83996,P0DM14,P83746,A0A3F2YLP5,P60177,P60178,P86418
320,SEQ_739E9342BE73,R0123_knottin_SEQ_739E9342BE73|knottin|SOTI-III,R0123_knottin_SEQ_739E9342BE73|knottin|SOTI-III,20,P84781,0.9994999766349792,high,P84780,P84779,P84778,C0HLV1,P61232,P31328,B3EWN3,P58606,P83910,P0DQJ6,P0DM14,P0CH59,P83996,P0CH50,P84835,P86418,A0A3F2YLP5,P83745,P0CF14
322,SEQ_6CA75DDF2797,R0124_kunitz_SEQ_6CA75DDF2797|kunitz|Kunitz-type serine protease inhibitor PPTI,R0124_kunitz_SEQ_6CA75DDF2797|kunitz|Kunitz-type_serine_protease_inhibitor_PPTI,20,P24541,0.9988999962806702,high,P0DKL8,A0A1Z0YU59,P20229,P00984,Q7LZE3,Q9TWF9,Q9TWG0,Q9TWF8,P0DMJ3,P10280,P81547,P81548,P86862,P25660,P0DMJ4,P0DMJ2,P00994,P26228,P81902
323,SEQ_ED98C412D9D0,R0125_knottin_SEQ_ED98C412D9D0|knottin|MCEI III,R0125_knottin_SEQ_ED98C412D9D0|knottin|MCEI_III,3,P83998,0.33889471105306157,low,P01076,P14903,,,,,,,,,,,,,,,,,
325,SEQ_9D87764F7CD2,R0126_kunitz_SEQ_9D87764F7CD2|kunitz|tissue factor pathway inhibitor,R0126_kunitz_SEQ_9D87764F7CD2|kunitz|tissue_factor_pathway_inhibitor,20,Q9TWF9,0.9965000152587891,high,A0A1Z0YU59,P0DKL8,P00984,P20229,P24541,P25660,Q7LZE3,P0DN19,Q9TWG0,Q9TWF8,P0DMJ3,P81548,P0DMJ4,P81547,P10280,P0DMJ2,P86862,P26228,P00994
329,SEQ_A7D1E7F71A02,R0127_kunitz_SEQ_A7D1E7F71A02|kunitz|TFPI-2,R0127_kunitz_SEQ_A7D1E7F71A02|kunitz|TFPI-2,20,P86862,0.9959999918937683,high,Q9TWG0,Q9TWF8,P0DMJ3,P81548,Q9TWF9,P20229,P0DMJ2,P10280,P81547,P0DMJ4,P26228,P00984,Q7LZE3,P25660,P00994,P81902,P81906,P19859,A0A1Z0YU59
