row_index,protein_label,scaffold,canonical_name,selected_structure_type,selected_structure_source_path,selected_structure_bundle_path,structure_locator,structure_best_available_source
88,R0089_knottin_SEQ_501339B4FCE0,knottin,Mu-theraphotoxin-Ssp1a,PDB_exact,<local_path_removed>/SEQ_501339B4FCE0_7SKC_full.pdb,<local_path_removed>/R0089_knottin_SEQ_501339B4FCE0_PDB_exact.pdb,7SKC_A,PDB_exact_experimental_located
89,R0090_knottin_SEQ_81DA82FC492D,knottin,Delta-conotoxin EVIA,PDB_exact,<local_path_removed>/SEQ_81DA82FC492D_1G1P_full.pdb,<local_path_removed>/R0090_knottin_SEQ_81DA82FC492D_PDB_exact.pdb,1G1P_A,PDB_exact_experimental_located
90,R0091_knottin_SEQ_1064F1BBADE0,knottin,Delta-conotoxin-like CnVIB,local_exact_prediction,<local_path_removed>/SEQ_1064F1BBADE0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0091_knottin_SEQ_1064F1BBADE0_local_exact_prediction.pdb,,local_exact_sequence_prediction
91,R0092_kunitz_SEQ_166A56DE5414,kunitz,Aprotinin,local_exact_prediction,<local_path_removed>/SEQ_166A56DE5414_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0092_kunitz_SEQ_166A56DE5414_local_exact_prediction.pdb,,local_exact_sequence_prediction
92,R0093_kunitz_SEQ_B7D3E46D9C74,kunitz,Aprotinin,local_exact_prediction,<local_path_removed>/SEQ_B7D3E46D9C74_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0093_kunitz_SEQ_B7D3E46D9C74_local_exact_prediction.pdb,,local_exact_sequence_prediction
93,R0094_kunitz_SEQ_42990AF03AF9,kunitz,Aprotinin,local_exact_prediction,<local_path_removed>/SEQ_42990AF03AF9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0094_kunitz_SEQ_42990AF03AF9_local_exact_prediction.pdb,,local_exact_sequence_prediction
94,R0095_kunitz_SEQ_176CE87658CF,kunitz,aprotinin,local_exact_prediction,<local_path_removed>/SEQ_176CE87658CF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0095_kunitz_SEQ_176CE87658CF_local_exact_prediction.pdb,,local_exact_sequence_prediction
95,R0096_kunitz_SEQ_094BD7A8E797,kunitz,Aprotinin,local_exact_prediction,<local_path_removed>/SEQ_094BD7A8E797_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0096_kunitz_SEQ_094BD7A8E797_local_exact_prediction.pdb,,local_exact_sequence_prediction
96,R0097_kunitz_SEQ_D6609B6A249C,kunitz,"aprotinin (bovine pancreatic trypsin inhibitor, BPTI)",PDB_exact,<local_path_removed>/SEQ_D6609B6A249C_4WXV_chain_I_3_54_slice.pdb,<local_path_removed>/R0097_kunitz_SEQ_D6609B6A249C_PDB_exact.pdb,4WXV_I:3-54,PDB_exact_experimental_located
97,R0098_kunitz_SEQ_ED27B2EE2F92,kunitz,Aprotinin,PDB_exact,<local_path_removed>/SEQ_ED27B2EE2F92_1UUB_full.pdb,<local_path_removed>/R0098_kunitz_SEQ_ED27B2EE2F92_PDB_exact.pdb,1UUB_A,PDB_exact_experimental_located
98,R0099_kunitz_SEQ_246029983F7E,kunitz,Aprotinin,local_exact_prediction,<local_path_removed>/SEQ_246029983F7E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0099_kunitz_SEQ_246029983F7E_local_exact_prediction.pdb,,local_exact_sequence_prediction
99,R0100_phdfingerdomain_SEQ_4A00841C32A9,phdfingerdomain,CHD5,local_exact_prediction,<local_path_removed>/SEQ_4A00841C32A9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0100_phdfingerdomain_SEQ_4A00841C32A9_local_exact_prediction.pdb,,local_exact_sequence_prediction
100,R0101_adnectin_SEQ_31B0DC92D92B,adnectin,10Fn3,PDB_exact,<local_path_removed>/SEQ_31B0DC92D92B_5HSF_full.pdb,<local_path_removed>/R0101_adnectin_SEQ_31B0DC92D92B_PDB_exact.pdb,,PDB_exact_experimental
101,R0102_kunitz_SEQ_DA797457E404,kunitz,HKI B9,local_exact_prediction,<local_path_removed>/SEQ_DA797457E404_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0102_kunitz_SEQ_DA797457E404_local_exact_prediction.pdb,,local_exact_sequence_prediction
102,R0103_kunitz_SEQ_83837E0EAC5E,kunitz,Tissue Factor Pathway Inhibitor (TFPI),PDB_exact,<local_path_removed>/SEQ_83837E0EAC5E_1ADZ_full.pdb,<local_path_removed>/R0103_kunitz_SEQ_83837E0EAC5E_PDB_exact.pdb,,PDB_exact_experimental
103,R0104_kunitz_SEQ_8F641CB40B93,kunitz,TFPI,PDB_exact,<local_path_removed>/SEQ_8F641CB40B93_1ADZ_full.pdb,<local_path_removed>/R0104_kunitz_SEQ_8F641CB40B93_PDB_exact.pdb,,PDB_exact_experimental
104,R0105_cyclotide_SEQ_63BAFD4997B6,cyclotide,Cliotide T14,local_exact_prediction,<local_path_removed>/SEQ_63BAFD4997B6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0105_cyclotide_SEQ_63BAFD4997B6_local_exact_prediction.pdb,,local_exact_sequence_prediction
105,R0106_cyclotide_SEQ_99B535682833,cyclotide,Cliotide T13,local_exact_prediction,<local_path_removed>/SEQ_99B535682833_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0106_cyclotide_SEQ_99B535682833_local_exact_prediction.pdb,,local_exact_sequence_prediction
106,R0107_kunitz_SEQ_4B6E5D41BC4B,kunitz,human amyloid protein precursor homolog Kunitz-type inhibitor domain,local_exact_prediction,<local_path_removed>/SEQ_4B6E5D41BC4B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0107_kunitz_SEQ_4B6E5D41BC4B_local_exact_prediction.pdb,,local_exact_sequence_prediction
107,R0108_knottin_SEQ_27CD91EBC04D,knottin,EETI,PDB_exact,<local_path_removed>/SEQ_27CD91EBC04D_6MM4_full.pdb,<local_path_removed>/R0108_knottin_SEQ_27CD91EBC04D_PDB_exact.pdb,,PDB_exact_experimental
108,R0109_kunitz_SEQ_CE3E634F5DAD,kunitz,DX-890,local_exact_prediction,<local_path_removed>/SEQ_CE3E634F5DAD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0109_kunitz_SEQ_CE3E634F5DAD_local_exact_prediction.pdb,,local_exact_sequence_prediction
109,R0110_kunitz_SEQ_48BFB75AA0A7,kunitz,,local_exact_prediction,<local_path_removed>/SEQ_48BFB75AA0A7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0110_kunitz_SEQ_48BFB75AA0A7_local_exact_prediction.pdb,,local_exact_sequence_prediction
110,R0111_kunitz_SEQ_6B6871EF4D15,kunitz,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1",PDB_exact,<local_path_removed>/SEQ_6B6871EF4D15_2DDJ_full.pdb,<local_path_removed>/R0111_kunitz_SEQ_6B6871EF4D15_PDB_exact.pdb,2DDJ_A:1-64,PDB_exact_experimental_located
111,R0112_kunitz_SEQ_11D89D0E1E25,kunitz,ShPI-1,PDB_exact,<local_path_removed>/SEQ_11D89D0E1E25_3M7Q_chain_B.pdb,<local_path_removed>/R0112_kunitz_SEQ_11D89D0E1E25_PDB_exact.pdb,3M7Q_B,PDB_exact_experimental_located
112,R0113_kunitz_SEQ_46F5F3DAD2A6,kunitz,lipoprotein-associated coagulation inhibitor,local_exact_prediction,<local_path_removed>/SEQ_46F5F3DAD2A6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0113_kunitz_SEQ_46F5F3DAD2A6_local_exact_prediction.pdb,,local_exact_sequence_prediction
113,R0114_kunitz_SEQ_E149625B82FE,kunitz,Lipoprotein-associated coagulation inhibitor (LACI) Kunitz domain 1,local_exact_prediction,<local_path_removed>/SEQ_E149625B82FE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0114_kunitz_SEQ_E149625B82FE_local_exact_prediction.pdb,,local_exact_sequence_prediction
114,R0115_kunitz_SEQ_B9A4884FB1B3,kunitz,LACI,local_exact_prediction,<local_path_removed>/SEQ_B9A4884FB1B3_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0115_kunitz_SEQ_B9A4884FB1B3_local_exact_prediction.pdb,,local_exact_sequence_prediction
115,R0116_kunitz_SEQ_05F51BAB9A7D,kunitz,,local_exact_prediction,<local_path_removed>/SEQ_05F51BAB9A7D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0116_kunitz_SEQ_05F51BAB9A7D_local_exact_prediction.pdb,,local_exact_sequence_prediction
116,R0117_kunitz_SEQ_C5B8DC8C7CB6,kunitz,DPI-14,local_exact_prediction,<local_path_removed>/SEQ_C5B8DC8C7CB6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0117_kunitz_SEQ_C5B8DC8C7CB6_local_exact_prediction.pdb,,local_exact_sequence_prediction
117,R0118_knottin_SEQ_A1015F7AA066,knottin,Huwentoxin-IV,PDB_exact,<local_path_removed>/SEQ_A1015F7AA066_1MB6_full.pdb,<local_path_removed>/R0118_knottin_SEQ_A1015F7AA066_PDB_exact.pdb,1MB6_A:1-35,PDB_exact_experimental_located
118,R0119_knottin_SEQ_AD8E250440A0,knottin,Delta-theraphotoxin-Hm1b,PDB_exact,<local_path_removed>/SEQ_AD8E250440A0_6V6T_full.pdb,<local_path_removed>/R0119_knottin_SEQ_AD8E250440A0_PDB_exact.pdb,6V6T_A,PDB_exact_experimental_located
119,R0120_knottin_SEQ_927E766F7C7A,knottin,Beta/omega-theraphotoxin-Tp1a,PDB_exact,<local_path_removed>/SEQ_927E766F7C7A_2M9L_full.pdb,<local_path_removed>/R0120_knottin_SEQ_927E766F7C7A_PDB_exact.pdb,2M9L_A,PDB_exact_experimental_located
120,R0121_knottin_SEQ_7EA2BB1E8DD8,knottin,Psalmotoxin-1,PDB_exact,<local_path_removed>/SEQ_7EA2BB1E8DD8_1LMM_full.pdb,<local_path_removed>/R0121_knottin_SEQ_7EA2BB1E8DD8_PDB_exact.pdb,1LMM_A,PDB_exact_experimental_located
121,R0122_knottin_SEQ_49A19427092B,knottin,SOTI-III,local_exact_prediction,<local_path_removed>/SEQ_49A19427092B_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0122_knottin_SEQ_49A19427092B_local_exact_prediction.pdb,,local_exact_sequence_prediction
122,R0123_knottin_SEQ_739E9342BE73,knottin,SOTI-III,local_exact_prediction,<local_path_removed>/SEQ_739E9342BE73_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0123_knottin_SEQ_739E9342BE73_local_exact_prediction.pdb,,local_exact_sequence_prediction
123,R0124_kunitz_SEQ_6CA75DDF2797,kunitz,Kunitz-type serine protease inhibitor PPTI,PDB_exact,<local_path_removed>/SEQ_6CA75DDF2797_6A5I_full.pdb,<local_path_removed>/R0124_kunitz_SEQ_6CA75DDF2797_PDB_exact.pdb,6A5I_A,PDB_exact_experimental_located
124,R0125_knottin_SEQ_ED98C412D9D0,knottin,MCEI III,local_exact_prediction,<local_path_removed>/SEQ_ED98C412D9D0_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0125_knottin_SEQ_ED98C412D9D0_local_exact_prediction.pdb,,local_exact_sequence_prediction
125,R0126_kunitz_SEQ_9D87764F7CD2,kunitz,tissue factor pathway inhibitor,PDB_exact,<local_path_removed>/SEQ_9D87764F7CD2_1IRH_full.pdb,<local_path_removed>/R0126_kunitz_SEQ_9D87764F7CD2_PDB_exact.pdb,1IRH_A,PDB_exact_experimental_located
126,R0127_kunitz_SEQ_A7D1E7F71A02,kunitz,TFPI-2,PDB_exact,<local_path_removed>/SEQ_A7D1E7F71A02_1ZR0_chain_D_3_58_slice.pdb,<local_path_removed>/R0127_kunitz_SEQ_A7D1E7F71A02_PDB_exact.pdb,1ZR0_D:3-58,PDB_exact_experimental_located
127,R0128_kunitz_SEQ_F82E6B99CCFE,kunitz,TFPI-2,PDB_exact,<local_path_removed>/SEQ_F82E6B99CCFE_1ZR0_chain_D.pdb,<local_path_removed>/R0128_kunitz_SEQ_F82E6B99CCFE_PDB_exact.pdb,1ZR0_D,PDB_exact_experimental
128,R0129_kunitz_SEQ_DFAA362614C4,kunitz,C-terminal Kunitz-type protease inhibitor domain of the .alpha.3 chain of human type VI collagen,PDB_exact,<local_path_removed>/SEQ_DFAA362614C4_1KNT_full.pdb,<local_path_removed>/R0129_kunitz_SEQ_DFAA362614C4_PDB_exact.pdb,1KNT_A:2-56,PDB_exact_experimental_located
129,R0130_kunitz_SEQ_4C9AD830844C,kunitz,Amyloid protein precursor Kunitz-type inhibitor domain,local_exact_prediction,<local_path_removed>/SEQ_4C9AD830844C_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0130_kunitz_SEQ_4C9AD830844C_local_exact_prediction.pdb,,local_exact_sequence_prediction
130,R0131_kunitz_SEQ_EB78B2647126,kunitz,human amyloid protein precursor homolog Kunitz-type inhibitor domain,local_exact_prediction,<local_path_removed>/SEQ_EB78B2647126_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0131_kunitz_SEQ_EB78B2647126_local_exact_prediction.pdb,,local_exact_sequence_prediction
131,R0132_adnectin_SEQ_D56BECAA7D2D,adnectin,,local_exact_prediction,<local_path_removed>/SEQ_D56BECAA7D2D_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0132_adnectin_SEQ_D56BECAA7D2D_local_exact_prediction.pdb,,local_exact_sequence_prediction
132,R0133_adnectin_SEQ_A4CBF72C5FAF,adnectin,10Fn3,local_exact_prediction,<local_path_removed>/SEQ_A4CBF72C5FAF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0133_adnectin_SEQ_A4CBF72C5FAF_local_exact_prediction.pdb,,local_exact_sequence_prediction
133,R0134_kunitz_SEQ_D3ACC139F142,kunitz,Kunitz Protease Inhibitor (KPI) domain of amyloid precursor protein,local_exact_prediction,<local_path_removed>/SEQ_D3ACC139F142_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0134_kunitz_SEQ_D3ACC139F142_local_exact_prediction.pdb,,local_exact_sequence_prediction
134,R0135_kunitz_SEQ_6BA86B755318,kunitz,Kunitz-type serine protease inhibitor,local_exact_prediction,<local_path_removed>/SEQ_6BA86B755318_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0135_kunitz_SEQ_6BA86B755318_local_exact_prediction.pdb,,local_exact_sequence_prediction
135,R0136_EVH1domain_SEQ_16DA547654AD,EVH1domain,Sprouty related EVH1 domain containing 1,local_exact_prediction,<local_path_removed>/SEQ_16DA547654AD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0136_EVH1domain_SEQ_16DA547654AD_local_exact_prediction.pdb,,local_exact_sequence_prediction
136,R0137_avimer_SEQ_3B3B6CECFCB4,avimer,CREB-BINDING PROTEIN,PDB_exact,<local_path_removed>/SEQ_3B3B6CECFCB4_1JJS_full.pdb,<local_path_removed>/R0137_avimer_SEQ_3B3B6CECFCB4_PDB_exact.pdb,,PDB_exact_experimental
137,R0138_adnectin_SEQ_B10A475713FF,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_B10A475713FF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0138_adnectin_SEQ_B10A475713FF_local_exact_prediction.pdb,,local_exact_sequence_prediction
138,R0139_adnectin_SEQ_A2FD89A945DF,adnectin,Fibronectin type III domain,local_exact_prediction,<local_path_removed>/SEQ_A2FD89A945DF_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0139_adnectin_SEQ_A2FD89A945DF_local_exact_prediction.pdb,,local_exact_sequence_prediction
139,R0140_phdfingerdomain_SEQ_34FCDF4094F9,phdfingerdomain,Inhibitor of growth protein 3,PDB_exact,<local_path_removed>/SEQ_34FCDF4094F9_7ZMX_full.pdb,<local_path_removed>/R0140_phdfingerdomain_SEQ_34FCDF4094F9_PDB_exact.pdb,7ZMX_A:359-411,PDB_exact_experimental_located
140,R0141_knottin_SEQ_E87A6010379C,knottin,Inhibitor cystine knot peptide MCh-2,PDB_exact,<local_path_removed>/SEQ_E87A6010379C_2M2R_full.pdb,<local_path_removed>/R0141_knottin_SEQ_E87A6010379C_PDB_exact.pdb,2M2R_A,PDB_exact_experimental_located
141,R0142_knottin_SEQ_C3E65C956950,knottin,Inhibitor cystine knot peptide MCh-1,PDB_exact,<local_path_removed>/SEQ_C3E65C956950_2M2Q_full.pdb,<local_path_removed>/R0142_knottin_SEQ_C3E65C956950_PDB_exact.pdb,2M2Q_A,PDB_exact_experimental_located
142,R0143_knottin_SEQ_A91614A6B223,knottin,Ecballium elaterium trypsin inhibitor II (EETI-II),local_exact_prediction,<local_path_removed>/SEQ_A91614A6B223_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0143_knottin_SEQ_A91614A6B223_local_exact_prediction.pdb,,local_exact_sequence_prediction
143,R0144_knottin_SEQ_2BA2EFE11032,knottin,EETI-II,PDB_exact,<local_path_removed>/SEQ_2BA2EFE11032_1H9H_chain_E_9_28_slice.pdb,<local_path_removed>/R0144_knottin_SEQ_2BA2EFE11032_PDB_exact.pdb,1H9H_E:9-28,PDB_exact_experimental_located
144,R0145_knottin_SEQ_E2112400888A,knottin,Ecballium elaterium trypsin inhibitor II,PDB_exact,<local_path_removed>/SEQ_E2112400888A_1H9H_chain_E.pdb,<local_path_removed>/R0145_knottin_SEQ_E2112400888A_PDB_exact.pdb,1H9H_E,PDB_exact_experimental
145,R0146_knottin_SEQ_81515E7778E7,knottin,Ecballium elaterium trypsin inhibitor EETI-II,local_exact_prediction,<local_path_removed>/SEQ_81515E7778E7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0146_knottin_SEQ_81515E7778E7_local_exact_prediction.pdb,,local_exact_sequence_prediction
146,R0147_knottin_SEQ_1AF93AA3C636,knottin,MCoTI-II,PDB_exact,<local_path_removed>/SEQ_1AF93AA3C636_2N8B_full.pdb,<local_path_removed>/R0147_knottin_SEQ_1AF93AA3C636_PDB_exact.pdb,2N8B_A,PDB_exact_experimental_located
147,R0148_knottin_SEQ_CAE1FE538364,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_CAE1FE538364_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0148_knottin_SEQ_CAE1FE538364_local_exact_prediction.pdb,,local_exact_sequence_prediction
148,R0149_knottin_SEQ_C90E14056857,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_C90E14056857_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0149_knottin_SEQ_C90E14056857_local_exact_prediction.pdb,,local_exact_sequence_prediction
149,R0150_knottin_SEQ_6E40CFA19F99,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_6E40CFA19F99_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0150_knottin_SEQ_6E40CFA19F99_local_exact_prediction.pdb,,local_exact_sequence_prediction
150,R0151_knottin_SEQ_DE5A44671AB6,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_DE5A44671AB6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0151_knottin_SEQ_DE5A44671AB6_local_exact_prediction.pdb,,local_exact_sequence_prediction
151,R0152_knottin_SEQ_C634CE81AEBD,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_C634CE81AEBD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0152_knottin_SEQ_C634CE81AEBD_local_exact_prediction.pdb,,local_exact_sequence_prediction
152,R0153_knottin_SEQ_419EBE3CE5AE,knottin,Ecballium elaterium trypsin inhibitor-II,local_exact_prediction,<local_path_removed>/SEQ_419EBE3CE5AE_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0153_knottin_SEQ_419EBE3CE5AE_local_exact_prediction.pdb,,local_exact_sequence_prediction
153,R0154_knottin_SEQ_A4D4621E5EBD,knottin,Ecballium elaterium trypsin inhibitor-II,local_exact_prediction,<local_path_removed>/SEQ_A4D4621E5EBD_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0154_knottin_SEQ_A4D4621E5EBD_local_exact_prediction.pdb,,local_exact_sequence_prediction
154,R0155_knottin_SEQ_712B138118C1,knottin,Ecballium elaterium trypsin inhibitor-II,local_exact_prediction,<local_path_removed>/SEQ_712B138118C1_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0155_knottin_SEQ_712B138118C1_local_exact_prediction.pdb,,local_exact_sequence_prediction
155,R0156_knottin_SEQ_92DFDD8257AC,knottin,Ecballium elaterium trypsin inhibitor II,local_exact_prediction,<local_path_removed>/SEQ_92DFDD8257AC_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0156_knottin_SEQ_92DFDD8257AC_local_exact_prediction.pdb,,local_exact_sequence_prediction
156,R0157_knottin_SEQ_7BBD157A4B78,knottin,Ecballium elaterium trypsin inhibitor II (EETI-II),PDB_exact,<local_path_removed>/SEQ_7BBD157A4B78_6MSL_chain_C_2_33_slice.pdb,<local_path_removed>/R0157_knottin_SEQ_7BBD157A4B78_PDB_exact.pdb,6MSL_C:2-33,PDB_exact_experimental_located
157,R0158_knottin_SEQ_8D5A2505BCB6,knottin,Ecballium elaterium trypsin inhibitor II,local_exact_prediction,<local_path_removed>/SEQ_8D5A2505BCB6_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0158_knottin_SEQ_8D5A2505BCB6_local_exact_prediction.pdb,,local_exact_sequence_prediction
158,R0159_knottin_SEQ_E20F90D2887F,knottin,EETI-II,local_exact_prediction,<local_path_removed>/SEQ_E20F90D2887F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0159_knottin_SEQ_E20F90D2887F_local_exact_prediction.pdb,,local_exact_sequence_prediction
159,R0160_knottin_SEQ_8FEC780EC11B,knottin,Ecballium elaterium trypsin inhibitor,PDB_exact,<local_path_removed>/SEQ_8FEC780EC11B_2M7T_full.pdb,<local_path_removed>/R0160_knottin_SEQ_8FEC780EC11B_PDB_exact.pdb,2M7T_A,PDB_exact_experimental_located
160,R0161_knottin_SEQ_3A90E79CA92E,knottin,Ecballium elaterium trypsin inhibitor-II,local_exact_prediction,<local_path_removed>/SEQ_3A90E79CA92E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0161_knottin_SEQ_3A90E79CA92E_local_exact_prediction.pdb,,local_exact_sequence_prediction
161,R0162_knottin_SEQ_DDCFCF96F97C,knottin,EETI-II,PDB_exact,<local_path_removed>/SEQ_DDCFCF96F97C_2ETI_full.pdb,<local_path_removed>/R0162_knottin_SEQ_DDCFCF96F97C_PDB_exact.pdb,2ETI_A,PDB_exact_experimental_located
162,R0163_knottin_SEQ_9C27F45246FC,knottin,Ecballium elaterium trypsin inhibitor II (EETI-II),PDB_exact,<local_path_removed>/SEQ_9C27F45246FC_2ETI_full.pdb,<local_path_removed>/R0163_knottin_SEQ_9C27F45246FC_PDB_exact.pdb,2ETI_A,PDB_exact_experimental_located
163,R0164_knottin_SEQ_8BC0FD64C2C4,knottin,ecballium elaterium trypsin inhibitor-II,PDB_exact,<local_path_removed>/SEQ_8BC0FD64C2C4_6MSU_chain_C.pdb,<local_path_removed>/R0164_knottin_SEQ_8BC0FD64C2C4_PDB_exact.pdb,6MSU_C,PDB_exact_experimental_located
164,R0165_knottin_SEQ_B119E7FC52EB,knottin,Ecballium elaterium trypsin inhibitor II,PDB_exact,<local_path_removed>/SEQ_B119E7FC52EB_6MM4_full.pdb,<local_path_removed>/R0165_knottin_SEQ_B119E7FC52EB_PDB_exact.pdb,6MM4_A,PDB_exact_experimental_located
165,R0166_knottin_SEQ_63658A06AA2E,knottin,,local_exact_prediction,<local_path_removed>/SEQ_63658A06AA2E_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0166_knottin_SEQ_63658A06AA2E_local_exact_prediction.pdb,,local_exact_sequence_prediction
166,R0167_knottin_SEQ_C61DD569BF45,knottin,rEETI 2.5 F,local_exact_prediction,<local_path_removed>/SEQ_C61DD569BF45_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0167_knottin_SEQ_C61DD569BF45_local_exact_prediction.pdb,,local_exact_sequence_prediction
167,R0168_knottin_SEQ_CBE111D988D8,knottin,EETI-II,local_exact_prediction,<local_path_removed>/SEQ_CBE111D988D8_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0168_knottin_SEQ_CBE111D988D8_local_exact_prediction.pdb,,local_exact_sequence_prediction
168,R0169_knottin_SEQ_63801C57AF6F,knottin,MCoTI-II,local_exact_prediction,<local_path_removed>/SEQ_63801C57AF6F_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,<local_path_removed>/R0169_knottin_SEQ_63801C57AF6F_local_exact_prediction.pdb,,local_exact_sequence_prediction
